label,text
0,just gona chill out for the night !!! might go for a run but it looks like it may rain 
0,"working on saturday, "
1,I like when famous people follow all their followers back.  why can't more do it?
0,@WendiTV - per pilot husband - locater does not work under water 
1,talking to abby 
1,@EconomicMayhem I'm a regular Subway (sandwich) passenger  One near Hyewha Rotory/Sungkyunkwan University bus stop
1,"@ashleyisrad YESSSS  if i could get in, you can, lol. omg, i want you to go to one of those. they're both amazing."
0,"@JofArnold The writer had actually contacted me for the article, but Gmail put it in my spam box. "
0,@Katizzle hehe yeah! but too late hun 
0,@viaaubrey ahahaa! I hate when creepers try to follow me.  I've had the same girl try to follow me three times in like 2 days. sick
1,"@emzi_x i like a bit of everything, itunes has every genre in it  but i like just the general stuff in the charts!"
1,@iLLBLvnDW4Evr32 I don't think I have you on myspace ... I need your linky-poo  lol
0,facebook is beign a bookface and wont upload my photos from musical camp  It says &quot;Page load error: there is no data in this script&quot; Pssh!
1,playing wow a bit ...The effect stinker has on black cats is awesome  http://www.wowwiki.com/Stinker
0,My house is for sale: http://bit.ly/k8idQ     
0,@jeannysd ..and frickin threw up!! effin horrible  btw we need girl qt SOON.. my heart is aching =/
0,"Off to Woodstock city council at 7-- no WiFI there, so I can't tweet... "
1,"Taking a damn nap before going to work for 12 hours, whoo-hoo "
1,"well time I started cooking, friends coming for tea &amp; they've requested my cottage pie "
0,Tj maxx has no cute bathing suits!!!  tat so not cool!!!
1,"back in Germany, expenses expenses expenses..and of course checking my new friends from CIGNA "
1,is still waiting for my number 2 transfer onto my new sim card 
0,@maxime68 Yes a FB page for LVEAN but there is no reczp on it too bad 
0,The Wrestler - Springsteen ... kill me a lot  one of my fav's of him â¥
0,Here itÂ´s sou sou borinq  . what can I do ? My Mum is at my brothers Kinderqarden .
0,"@TechCrunch i am holding my breath for #N97 ,lets hope #nokia dont disappoint me "
0,tomorrow is gonna be ggreeaat!! uhuu!.. but in the same time all school is gonna be cry!.. including me  i gonna miss everyone!
1,@jordanknight Training for the Peachtree which is in 2 week....I might pull my back as well 
0,is not feeling well 
1,might get another dog soon! 
0, On duty...
0,Goood morning! Math exam soon 
1,@catawu Yes - I like that version too 
0,"Ugh. I hate bad grades. 1st time I've ever failed a class and no As- B, B, D, W, I, I! Not like me at all "
1,"is dilusional, but disco katie is dancing "
0,glad to be home.  rough day. 
1,"@samvarnham haha, its my second. its better this time  earlier her status was saying about replying and loves reading the letters "
1,Feel a li'l bit downer at the mo'...so i better hush up b4 it ruin the friday luv  TY for another luvin friday tweethearts! x
1,@ErenMckay I love you.   I just cleaned out a whole bunch of marketers.  Oh man.
1,Gonna watch 'Glee' and the 'You've Got Mail' with @_Michelle_E .  &lt;3
1,@LudaDrummond Thanks Luda. I will. I appreciate you sharing. 
1,"@Niesa0789 I'm with you, lady! "
1,@maikeru76  I want them to share EB's trending-limelight and besides It's fun!  #SpinAWin #Heredero #Agila #Philippines
0,@RicoLover what is HH brunch. Did u have too many mimosas? I am dying on my bike today. Today started the AIDS Lifecycle 
0,@ChristopherKohn  ha see I know I am right thia time!! :-D gonna miss you till Sunday  haha
0,still up...writing some more..trying to do justice to my sex scene....you would think that part would be a no brainer   bleh !
0,@sianhughes_ oh damn  imma go stalk greenly estates :} NOM
1,@itsmadison go 
1,@sagebravo *kisses* make sure u get good footage so i can watch baby. n tell @dkthepunisher i said good luck 
1,@desmondlee haha... I see... But hope to see u again soon.  i'm enlisting oct.
0,@Jesse It's crazy how as cameras keep getting bigger cards seem smaller and smaller  I currently shoot an 8GB CF and the 5DmkII fills it!
1,@alexibear can I get the lead role??? pwetty please...LMAO JK! 
0,"So cold in here, im sick. Where the hell is utaaaaaaaaa "
0,having a conflict of interest in my own head... its not going very well 
1,My naval piercing itches to the dickens! Means its healing 
0,bought BB Bold from net cuz the prices in Q8 R crazy ( ya3ny la3eb-ha 9a7) but it got held in customs &amp; they wnt a fee so i'm paying more 
1,bored! I wish people would answer me back 
0,"$250 ticket at bearpaw, ah boo   oh well, new landing new start baby!  Bottles up"
0,@Isabelleg20 eu sei /cry  haeiohohaosho
0,I can't walk!!!! My leg doesn't feel right 
0,I have never felt so sick in my life 
0, This was supposed to be a GOOD weekend...
0,@Jamr516 but I didn't! 
1,I already did rona 
1,just had an amazing French dinner for Jenn's birthday!! headed to the other room 
1,"lol....i like this  A bus station is where a bus stops. A train station is where a train stops. On my desk, I have a work station..#funny"
0,"@_annee i know  um, shimmy shimmy go go or something haha :L they are so HARDCORE! "
1,Did I mention that it's a pirate kite? 
0,@TravisInIndy  yeah I remember. but if I dont get my sleep I will not be able to stay up tonight.
1,Been a beautiful and productive day  Gonna hit the sack now. will leave you with the Quote of the day.......
0,@Dshaver2 fineeeee 
1,@therealpico Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,"@pageoneresults Ah cool, that's useful, I'll use that link as an example! (Great marketing idea  ) Thanks again"
0,"@MystaKool yeah, IE has been such a pain - "
0,nothing special on my mind ...just cme to this new cyber cafe as i away frm home..n internet speed is soo slow  
1,just got back from Gadia's hahaha.. weee happy 18th love! 
1,@wilw My dog does this too. She is a champion counter surfer and kleptomaniac with a carbohydrate addiction 
1,@JeniPoynter_x  cool  did you meet your friends ? lol x
1,@mayhemstudios @unmarketing See you guys next Saturday 
0,I don't seem to have any photos of me and my Grandma together for tomorrow. It is heart breaking 
0,Stevey? Please don't let go of Boom Blox 
0,"@ayende I know, I am working on a couple of posts. I always start and never finish.  Will be better next week."
0,found out my friend leaves for Afganistan on 7th July.  Looking for IEDs is his job: http://en.wikipedia.org/wiki/IEDs
1,"@dannywood Yay! Can't wait to get a new tank! You are an awesome individual, do you know that? "
1,w00t. Done. Goodnight everyone. 
0,I've lost my voice   I guess some people will be happy about that !
1,I love whataburger therefore I love texas! 
1,"@kevinista OK, so like a godless socialist. I get it. "
0,my life is miserable right now  the only little plus thing is that we're gonna go shopping soon!! i swear i'll go CRAZY in forever 21 !
1,"@joshuakragt Thanks. Much rather be here than cold and wet sydney! Enjoy the pub, have one for me "
1,Marianne Keith and her tour manager Mel were so nice to meet tonight 
0,morning! still cloudy today so once again no beach  boo! now getting ready to go out with mum and sis 
1,"@joaoa olÃ¡, explica o bing em 140 caract por favor "
1,@filmjunk Oh but it is real. I rented it this week. I'm waiting for a little free time to watch it. Care for a review when I finish? 
0,board as wat is there to do ???? ive cleaned  my room .. read a little bit ..but still totally freaking board 
1,bro's family went in with us on a gift...we got her an industrial-strength shredder. not exactly your typical 75-year-old.  
1,@sambriones sammmmyy... advil lang.. it works wonders 
1,"Done with work. FOR NOW, that is... Let the games begin bright and early! Met some great alums today! "
1,i'm just so happy right at this exact moment 
1,She's happier cuz people like you  @Macarenarios
0,@michalabanas hey michala!!.was watching McLeods Daughters yday..i missed Kate Manfredi.. 
1,last night aka taylors birthday was goood 
1,@charlii1 its creepy but hilariously funny! oi nat took it really well  xx
1,"@StDAY Awesome! And when you review, please be honest.  "
1,"@kiaradario yah, they are there. pretty funny though "
1,@treesandshrubs I'd have to lean toward &quot;lucky&quot; on that one 
1,@singlegirlie I thought I might be!!!  How's Jorge and Todd? (pls tell me Todd's not a hi-5er...)
0,Did a reboot and I still can't get Adobe-AIR to uninstall. 
0,"ok ladies...someone let me know a little about the whole cab and Rob thing,sucks have to be outside for another hour,so no computer "
0,Work AGAIN! Where does the weekend go! 
0,@mekahldownish lol what did you send 
1,@lorimcneeartist Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets! 
1,oh lack of sleep isn't it a wonderful feeling  such a good morning!
1,@bagpak heard n word 
0,"Another #squarespace giveaway, another missed opportunity for me "
1,@itslindseyshaw Hi Lindsey..How are you?  Greetings from Germany!
1,Dude i had fun up there  AND i got free stuff haha
0,@baby__jane fox and the hound is so cute. i wanna watch 
0,cried like a big baby while watching end of ER. v sad. what will i be like when it finishes for good?? BAHHHHH 
0,@CarlosSaysRAWR @xbreathexgx apparently carlosim the kid 
0,Capo is spasticated  spring is going. need new one 
1,"Or rather find me, then fine me "
0,"@AshleyTaylor_x3 Ha, she's the one that needs to be good to me, she verbally and physically assaults me on a regular basis "
0,"@JoshMiller Nah, I didn't go. I didn't know about it until last night and I had to work today. Couldn't get there in time! "
0,"@LucasCruikshank I was just in NY, and when I got home I had a terrible fever, and ALSO I was a little flu-ish. don't get sick, Fred! "
1,Tara  says: *:L:L Dream come true.. In the same room as Adam Ficek :L:L
0,I wish life had a fast forward button! 
0,Sick. not going to school today.   j.i.l.
0,"@_ophelia lol its too big for free yousendit, lol will have to split it "
0,damn iit! I can't believe I left my book at work; Im almost done with it &amp; I wanted to finish it so I could get the last book this wknd  
0,@WaylandSmalley Me neither. But it's no longer about what we want. It's about fairness. And fairness is whatever government says it is. 
1,"@passiveanger right. You're wrong, but thanks for playing "
0,is bummed out  http://plurk.com/p/11j9b7
0,@joliechose Thank you. I just wish I could walk right now 
0,my wife @lvnkeith is gone for the weekend...wont be back until sunday night. sad face 
0,"@hiimkevin whatevs, you're all emo with your  faces"
1,good  morning 
0,"im sick  i have a sore throat, blocked nose and a throat full of phlegm. yum."
1,"It feels good to read a book again even when u've read that book about 10 times, its still good "
0,how do u make it up to your kid when you break his fave toy? Esp when its the org 80s toy not a new copy? 
1,is ready for a great Sunday 
0,babysitting again how the hell does it always happen 
1,@staceylovesDW lol ya like that one? 
1,@BearsOnPatrol 10 Twollars to get you started 
0,"@steph_williams quite good so far, another day to go. and yes one more at the end of may, then none until end of august "
0,My girlfriend is REALLY sick  and i think she is getting worse
0,"@with love ang, o snap i forgot u  dyed it u never sent me a pic loser "
1,Is surprisingly busy this morning 
0,At the airport. Sad this vacation is just about over 
0,"Stuck in the hotel watching regular TV programming.  watching Wipeout, which is like Gladiators/Ninja Warrior performed in a waterpark."
0,@Mem_bizzle Shame on you. Lol I had to restrain myself. Besides too many eye-witnesses. Plus he's awake now 
1,@Tina_Sparby &quot;I remember that age!&quot; Yeah I here that this age is when kids are the cutest. I'm sure I'll enjoy every part of his life tho 
0,@blindcripple I've just gotten into the whole hoodie thing - &amp; the need to participate in corruption &amp; bribery followed  #momentofweakness
0,@Zafieraa yeeaa  maybe on off? lets try haha
1,"have to make a trip upstairs at xenos now, new class "
1,@dannylohner Horray for productivity! 
0,@DurrtyB  so what character do u like cuz aint none funnier den Sponge Beezy LMAO
1,Using all the brain cells I have left to figure out how to start an on-line charity  They are out of practice
0,"at rjs, going home soon to a house with no one in it til tuesday "
1,"@piticu21 asa rau te-a suparat Bendeac, ti-ai picat blogul? &quot;the address http://www.piticu.ro/, which is currently unavailable.&quot; "
0,is so very tired after x factor auditions i cannot go more than 40 hours without sleep 
0,"Writing a blog about bing.com, but the site is really slow "
1,Never mind. Pearl jam will be on. Not green day. Still a good band. 
0,8 years... been so long yet seems like yesterday 
0,feels lonely this day 
1,So excited!! Tomorrow mis my Geography presentation!! I'm waiting impatiently!! I love speaking in public!!  &gt;_&lt;
0,@JustinSxE Ugh. What a bitch  You can have Tacos tomorrow!
1,@MadamSalami Of course you can - start simple work up 
0,@Arcania thats no fun 
0,"@alittlevoice Did you enjoy all of THAT scene too, Hannah? Oh the lolz. Poor Wendla "
1,Tuto Uranium re-uploaded and ready to relaunch 
0,first chickening out of the day.  i'm not going to attempt to muck about with linux on the magh. resorting to the windows side.  
1,"@faceofboe you need to play something from Mary Poppins at them, everyone knows that's how rooms get tidy "
0,you didn't bring us any cookies 
1,"@CosmoHavanese this is a tough #pawpawty to dress for, eh? maybe you &amp; @MozartDane could slip on some converse &amp; call it a day. "
0,contemplating housecleaning wishing 4 more #1 ladies dtec stories &amp; trying 2 accept may have 2 stay here 
1,I will be at my big buddy's Marcus Spears golf tournament on June 22. Great celeb line up. I am not one of them 
0,Does anyone have the font &quot;Clarence&quot;? I had it but had to chuck it because it got corrupted. Original CD is long lost. 
1,Follow them two! @stellarBELLZ @MRdotBROWN 1 has a fake that has more followers lol and the other is my BEST friend 
1,Rt @Birgit_ @joenoia douche in my native language means &quot;shower&quot;  http://tinyurl.com/axwru
1,@KCtweets .....My bed is calling also.....And i am fixing to answer 
1,RanRunsIt I do.. I must of missed that one..LOL.. Just bump that and dance yourself into a good mood.. 
1,@BoyzLifeWestZon It's exciting 
0,Sunday morning. Need to relax and let this day go slow. Back to work tomorrow  Why does that always happen?
0,Going to check on cat. Might be getting sick again. caught him squatting on one of my grandma's funeral plants 
0,Just dropped Elliot off. Won't see him again till August (probably). Sad sad sad sad sad. 
1,@swiffd ur tweets ammuse me  good job lol
0,"awake at a horrible time of the morning again, not going to feel good later today... "
0,ugh i do not feel good 
0,"sorry, i missed the practice for the ssc.  i`m pretty busy kasi, eh. :|"
1,@vampirefreak101 theyre together its soooooooo obviouss!! she calls him sweettieee  although she was wearing oreganos shirt yesterday...
0,"feels so fucking ill rn. want to go home  homehome, not just my house."
1,just finished watching series 1 of Mad Men on DVD. Seem to have run out of scotch and cigarettes whilst doing so 
1,Voted worst driver  huge!
0,thinks its to got to even think about sleep 
0,"@sporttrainer300 Fell over playing Touch Footy, Had op. on it and Dr said i tore 2 ligaments in my ankle "
1,@suzannehih Happy Birthday! 
1,@jpmann3 ugh! Give me a shout out  that'll make it better xoxo Lena
0,"Mornig twitterland! uploading pics, need to go to school "
1,filipinos are having a country-wide party today...it's so awesome 
1,@eelectroshockk  thank you
0,@stuartmcintyre I am sure it will appear early PST morning time  I will wait till to tomorrow
0,whyyyyyyyyyyyyyyyyyyyyyyyy did i dream that 
1,@HilzFuld BTW I never heard of Forex before I met you and have now seen two massive billboards in the last week about it 
0,@GillianDuffy  what are you gunna do?
0,"Day 12 of cousin missing i miss her  looking forward to a weekend with my family, cant wait to see them"
0,Now that the A/C works in the house people want to OD on this ish. I have a stomach ache now 
1,is sat at home and is thinking about last night  &lt;3
0,Not sure about what vacation actually...  but i wanna be prepared. D: ~exam week :[
1,@dennisschaub No but he will be doing pics.  He has the best body   I can't wait!
1,@songbookbaby LOL.. Cool cool.. Sounds like you prefer the anonymous angle for the time being lol Don't be a punk! 
0,"Having coffee at a balinese theme cafe in KL, I'm in denial.. Ppl here speaks chinese not indonesian "
1,with newsomee! 
1,I'm eating goldfish  The colorful kind. Can't wait till tommorow! Missing Brynne &amp; Katie and all my other Besties [Missing Jackie &amp; Mimi]
0,@larrybirkhead Dannielynn is addorable and is growing up so fast 
0,Dooin Hmwrk But Totally Cnt Be Arsed! 
1,"nights can go on forever and seem short at the same time. im not making sense. fjsienrksienrk i never twitter, thought i would tweet "
1,being productive and getting things ready for the weekend LAKE festivities!!! Can't wait for the Taysdens to be here  woot woot
0,surgery effin hurts 
1,@lilsydmac good! You missed my crazy family and sharonda at the cookout yesterday! 
1,yay - i am no longer in the (haunted) flat alone - Dan's back! Wooooo!!  30 days til we MOVE to NEW HOUSE!!
1,my latest R/K fanvid  http://bit.ly/wJMqn  impatiently waiting for tmrw...
1,@Jay Rana you loved the conversation. Don't give me that lol. Wo ho back to work seven hours 
0,"is still revising. When will this hell on earth end? Ok, wait. Not that bad but still! Other sixth formers will know exactly what I mean! "
0,@marysidney78 yeah for this week next week it changes im still in training 3- midnight 
0,@meabhaline top row at the front 
0,"@websoup Why no closed-captioning?    Watching, hearing AND reading something funny can make it triple-funny... #websoup"
0,@keishajay your invite 
0,"@K4Ice4Thu thank you for calling me back sis! ;) Again, Im so sorry for did not ask you in the morning. "
1,@jonitchr  Thanks for the heads up about the article. I guess I'm slow because I just now came across it.  
1,"@pmatty Ya, easily. We got Italian herbs and Sauce + Mince Meat. Too easy. "
1,"Runway Magazine interview, super geeked. Wish the kid luck!  xoxo"
0,Sad.. He's gone.. Won't be seing him for another 2 weeks... 
0,@desertbriez Let me know how you like it.  It didn't get good reviews 
0,Me being sick = sucky because i cannot sleep! 
0,@glennishamorgan omg! I was reading your tweets and saw that about the 702 member. Wow...I didn't even know. I googled it. 
0,going to work 
0,not feeling well... 
1,@BrianNippon Yes he is.  Goodnight.
0,aargh SE G900 is soo me  i want it !
0,@Outofluck182 i know.   and prolly around 4ish today. What time are you gettin your hair did?
1,@Boy_Kill_Boy yup! Can DM it too if you want  why would he do that?
0,How a request for shirtless pictures drove me to long division  http://cli.gs/3W4jL #society
1,Today I'll work all day at Phonera. Bringing home the big $$$!!! 
1,Hello becauseimtaylor and ttango!  - (via jhesset-hime) ohhai!  how are you? http://tumblr.com/xjv1ylayt
1,want some yoshinoya. 
1,School was great today  keepin my ambition and focus  sweet dreams tweet hearts. Xoxo
1,@Austin_Irl thanks 
1,says eat nah lahat ng lunch ukie.. dont skip..  http://plurk.com/p/t0rxk
1,"Salad: chicken, craisins, carrots, mushrooms, cheese, banana peppers, croÃ»tons, bacon bits, sunflower seeds, and I promise mixed greens! "
1,"I'm usually right all the time..... And when I'm wrong, I'm right for being wrong! "
1,Highly approves of her new drummer. 
0,@thesoulution I can't believe he went from Best Actor Oscar winner to that hot ass mess.  I wanted to save the nerd.  
1,"@Cytherea_Squirt my screenname is ortonnextwwechamp...im me if u do, I'm watching some hardcore xxx! "
1,"@MysticMedusa Rudd should keep it it offline, hence my surprise! Virgo's being kloset kinksters? I'm Sun Virg, with Virg in 4 other bits! "
1,I'm so nauseous.  And its so beautiful today ahhhhh 
0,"got to sleep in a bit more today, but has a headache  boo!"
0,its sunday and i have work!  
1,"@BradSabbath well I have one. I don't have the ejaculating dick, tho I could make a phone call and have one here. (it's for science  )"
1,@hectordbyrd Should be worried about that evil bird in the house imho 
0,@RedMummy Oops... my fault for opening my mouth.... obviously spoke too soon. 
0,@plmusic22 well i was exploring cuz i never did it before 
1,@pjmaybe LMAO  Seriously.... 20 + years is 2/3's my lifetime!
0,@SamGuevara  why ? will u stil have ur ipod ?
0,Just had a GREAT GF meal at Gallaghers steakhouse in the New York New York in Las Vegas. Forgot to take a pic for the blog 
1,@steitiyeh -glad to have  been of assistance  Whatch them power in once that puppy is fixed! 
0,@Annnnnaaaaa same :S we all do 
1,Happy Sunday everyone  Enjoy the last day of the weekend!
0,gah. musical instruments. too many. buuuuurn them! i am tired of carrying them. 
1,@juicystar007 hey blair cs 88 shimmer or 78 with the blush-ur the tie breaker? i already ordered the neutral 2 copy ur prom look 
0,Seriously i keep forgetting about twitter Back at school now been ill though  Blazers in hot weather STUPID
0,Can I go home yet 
0,"why have so many people got work today? other than to piss me off. no food, no money, and theres a strange english boy in my garden "
1,Torn btwn UP and Drag Me to Hell. Although I may just chuck all that and just go drinking at Red Brick Station... 
1,Updating the ONM 'Where Doest Thou Liveth?' thread. 
0,@peterfacinelli I'm sorry you had such a crappy day! 
1,that voice in side your head saying... your just...just a dummyyyy   Hm
0,@ptabe Dude dunno if u got me txt but I will most likely be heading home tonight missing out on mr db 
0,gah... it wont let me make a myspace for my social studies campaign... 
1,"@Alinta And as an output, currently you can only export screenshots of a page or all pages. I'm working on something better. "
0,had a pretty happy eofys but spented all her monies 
1,@san220478 We've definitely thought about it. Hopefully we'll pull something off soon. 
1,"@Merrygold_babee hehe  x ?eah, later on the? are&lt;3"
0,@comicgrrrl Only for the first couple of days if I do (and I most likely will).  I can't stand that place from Friday on. 
1,@amani_w heii amanii  whaz up?? bug hug
0,Woke up for breakfast at the hotel. Sorta unsatisfying but oh well. Now back in the room for a nap. My last day to see my brother. 
0,listening greenday feeling depressed life is not going how i want and i want to do something i promised i wouldnt  cf would be proud
1,@momof3crazykids Good Night V! 
1,@piticu21 4n? ma rog  never heard of it  esti beat acum? u tweet too much 
0,I want to eat Mangoes &amp; Pizza. I miss Pizza. 
1,"oh man, oh man, oh man, oh man, oh man, oh man, oh man, oh man... tomorrow is going to be awesome! "
0,never eating another banana again  so ill...
1,@Jonathanrknight good night sweet dreams!  Cin
1,Shooting zombies in the crotch is hilarous. . . They try to block the bullets from hitting the goods. 
0,can't sleep at the moment. my gf loses her job in just over a month.  I'm sure she will find something. just not sure what.
1,Amy friggin' rocks 
0,Ahh really dont want to go to skl tomorrow 
0,Can anyone tell me where this place in London is?  http://tinyurl.com/dzz88m I have been there with school in 2001 and can't rememeber 
0,@ThomasHensel  Will email you right now while I'm thinking about it. I'll try and be as descriptive as possible.  Really hard to descr ...
0,i feel like i ate wayyyy too much today 
1,"all went well, thank God!!! "
1,"http://bit.ly/rdNz0  &lt; I can't think of anything, which is more senseless.......! "
0,"@continuum_q5 Yes it is, especially when it comes to law. You cannot fool around "
0,@LiveLoveTashB bring ill just take a water&lt;--Marv VOICE. (Yu know niggers really want meals) 
0,@QianaBrock Im separated from them both... so i try to see them as often as i can. Thats also the down side of young and foolish luv. 
0,a day with the family was surprisingly fun. fu art homework 
0,@nata1337 how's the job search going 
0,Driving home from the dr.'s office wit the fam... back still hurt 
1,"Slept badly. Woke up early. No internet, thanks bt. Plumbing broke. Apart from that, very happy "
0,"Called ahead to see an apartment, then promptly arrived at the wrong complex. Didn't realize it until I got back home "
0,"@W1F1 Someone just told me to get one in an AT&amp;T store, you'd have to have preordered to ship to the store last week. "
0,I need to follow someone... this # of followers I got just aint cuttin it... I think thats y the &quot;nasty ppl keep followin me... 
1,I'm glad our 2hr wait is finally over  -time to eat. Haa
0,@Joedan_dilemma I guess they must have 
0,@epiphanygirl i am callin n itsbusy busy busy 
0,@mcm17 yeah I think I'm going to sue them for discriminating against us vegos! Everytime I see it I feel looked down upon and I cry! 
0,@nicole0415 @thespunkyone I was there but I was alone so I left 
1,It's really hot. Summers almost here 
1,@enormous  we've come a long way together in our great Twitter journey
0,WE WILL MISS YOU ED MCMANOH! R.I.P. SIR. 
0,Meh... Almost Lover is the exception... this track gets me depressed every time. 
0,@neekel Good luck!! Ok! Probably tomorrow if the weather's not as bad as today 
1,@include You got an course like that in your degree? Never heard of it 
1,life is a lemon and i want my money back 
0,translating my topic &quot;quadratic congruences&quot; for my tutorial in elementary number theory  I have to do this tutorial OMG
0,"ugh, sometimes I think my body really doesn't like me "
1,letting steve know that nobody cares 
0,"@DwightHoward Have you ever tried acupuncture between games?  not for SNL, sorry... maybe... nope, i have no ideas.   sorry!"
1,"@djace609 Oh ok...don't think I'll be going out tonight,but  if I do I'll hit you,Thank you for the offer "
1,where the heck can I find a &quot;journey card&quot;? Help? 
0,@Ainokea_Kat tito dunt hurd knobduddy 
0,@_CorruptedAngel What a dick. Only a complete cunt would do that 
1,just played baseball.  feeling 8 years old again 
1,@MajorXero Wow! Awesome! Thank you! 
0,It's birthday week for my family...and I think they might be ignoring my calls. Or having way too much fun without me 
0,i have pins n needles 
0, just all around bummed
1,"Everybody gets the itch, everyone hates that BITCH  at least I know I do! HA!"
1,"Happy 1,000th tweet to me!!!  I just wanna say thanks to me for making this happen LOL"
0,"Ignorance &amp; discrimination rapidly spreading. Step 1: California, USA. Step 2: Alberta, Canada. All this is making me sad   #Bill44"
0,@DizzyMalfoy Like 10 times  I wish Twitter could like go in and wipe all the images i have tried to use out!! So i can start over! gah!
0,My picture still won't load so I give up.  I'm taking a break and chillin. Bout to watch the MTV movie awards again. I luv DVR. :-D
1,"@iammatthewlane, well, look on the bright side, at least she is talking to you "
1,@damonDCclark Hey Damon. Thanks again!!! 
1,ahhh coffee 
1,nevermind.. found it 
1,Today feels like it's been about a month long. The next nine days are going to be about an eternity long. Hope I sleep in tomorrow. 
0,"amazing, my brand new PARI neb broke. go figure. and it's the weekend. looks like i won't be getting another one until next week.  *sigh*"
1,"@inertia_games Call of Duty : World at War, Zombie mode last night on LAN  Looking to get some L4D LAN games going Any CS fans? #dare09"
0,my last day is tmrw .. going to miss everyone  /won't be here for grad .
0,Fernando when will i be able o come over im so bored not even funny 
0,didn't really sleep well and had an awkward &amp; not very pleasant dream 
0,so many tangles in my hair 
0,Cleveland is OUT  
0,Man I shouldn't took the morning shift..all I wanna do is sleep now 
0,Maths exam was interesting :| English tomorrow 
1,@jlfang *hugs* sorry for your loss. i hope everyone at home holds up alright 
1,Tweeting from my palm in love 
1,"@elbizri Thanks Elbizri!  Going to try it now, looks interesting: wiki + gtd. I'm also looking for where I can add clients or users."
1,@tjwislon haha what? I'm confused! I was talking about having a dog in my apartment. i dont think you look like a 12 year old girl 
1,"@erikvanbrakel it was a sort of omegle.com last night, then "
0,10k already exceeded and stil many things pending 
1,at the African airport waiting for our flight! 
0,morning the loss of his phone. 
1,"@kristianhouse Yup, saw you there! Shouted v loudly for you about 20m past the start line  Love all you Rapha guys! Much fun but v cold.."
1,Doing finishing touches of tidying &amp; waiting to go to pick up Brad. Shopping for the Birthday party tomorrow &amp; eating @ Red Robin. (Yum.) 
1,Alton towers is brill (:  
0,@ShaylinVictoria awh. sorry 
1,Go Scots go!!... Don't spoil this start... please!!  #wct20 #fb
1,"@amirahlee Oh i agree with your father, better safe then sorry "
0,I want an Edward Cullen or a Jacob Black 
0,"is actually going to miss wallyworld  esspecially merdina, thankyou love for making my shift hillarious."
1,@themaguire follow me so I can dm you por favor 
0,"Jen/Brayden. They're gone to California, I want them back in Aus. And there going to the JoBro's concert in August! 6 months, too long! "
1,"Yay!  Aunt Sue came to hang this morning and now big sisters Abby &amp; Alexa are here with Aunt Lynne, Uncle Tim and Cousin Kelsey.  "
1,"Life is forever sunshine, time is forever sunshine and you smile just because "
1,@MontrealBrad I truly appreciate your clarity 
1,Draw a happy face - you'll feel good afterwards!!  ? (via #zenjar )
1,I am figuring out my life 
1,"woken up by the sound of thunder today, wow "
1,Hey Baby&lt;3 love it! 
0,&quot;An existing connection was forcibly closed by the remote host&quot; doesn't sound to good 
0,@iconermaddyct I wish I could get twitter to upload my background of M 
0,"@taylorswift13 soooooo wish i could, but im in school and myspace is completely blocked "
0,"@dollyblowflake Hi there.  I agree!  Small children should be running about happy, not breaking down in tears "
0,What a gloomy day! 
1,@mjhoffman2 aw mike. I love you  smile
1,"I updated my blog with my top ten favorite John Mayer youtube videos, because I was bored  http://www.mixedcolors.org/"
0,@GStuedler I NEED 5 MORE FOLLOWERS IF I WANT TO GET TO 100 
0,"@Stefter I wish. I was going to walk to Starbucks, but decided to just make some.  mediocre coffee."
0,@rhea_ann As soon as I realized I had no money I accidently knocked over a vase (it didn't break thank heavens) but it really upset me 
1,What about APE and server-side javascript with #mootools ? http://tinyurl.com/odqwgh  (via @paraboul)
0, a rainy midsummer celebration it seem...
0,@mousebudden tried to listen online but 105 has region restrictions &amp; im in japan  will it be jbtv?
0,@roystern09 still sold out so once again i miss brekky  Coffee will have to do
1,I want an iPhone. Or a laptop. Maybe both 
0,@WonderMut sorry Luca...if I would have known u could have went to Washington with me for the day! 
0,"@monkeystyxx Yeah, @hexdoll just told us the story. Condolences "
1,"reckons the HSM musical by Pioneer SHS was really good. Well done to everyone who preformed, it was amazing to watch "
0,"@walkercaine LOL I thought the same. First I wondered if it was someone doing a prank, but it was a real guy. I had no camera "
1,"@thegoodhuman Dude, you got a deal. "
0,too bad headaches don't go away by just tilting your head. 
0,"@leopercer aww, i'm sry for your dad "
0,Not looking good for this missing flight 
0,"I feel bad for my dogs outside. Its so hot.  But, my Dad won't let me bring them in. "
0,I am at the airport in Maui getting ready to board my flight home. Not very happy right now. 
0,Still have stiffness from sunday  Maybe i should counter with another workout session.
0,hates everyone 
1,la belle vie: gold flake sake and good times with SF boyfriend 
0,Is ready for bed but rosies playing hide and seek and I can't find her 
0,And here comes the massive crash that comes at the end of a largely enjoyable week... FOOM. Time to crawl under a rock once i'm home 
0,I'm at a bar in Portsmouth on a saturday night. Please kill me now 
0,@teroz Yes. It's pretty sad. 
0,i dont hv ur # anymore  @arithemac
1,Did @KylePetty just say he drives down the freeway with his knee while tweeting? 
1,Heard strange news this morning. At the NL / Belgium border some chocolates have asked for assylum ... Argentinia is also involved ... 
1,@danasutton  thanks. I'll have to take some new ones this summer. maybe i'll do some fam ones for yall ( if i can ever get yall together)
