text,pred_label
"Use to love this game but they still haven't fixed the sound issue on the app, I have a few of the other apps from them and they work just fine so don't get it until it's fixed I guess 😑",0
app doesn't appear even if you download in the play store too bad looked like a good watch face,0
Excellent,1
Is this a joke?This app is nothing but a waste of time and nerves..Totally rubbish!👎,0
Useless app,0
"I am using fossil q marshal watch with android wear 2.0 i installed the app both side and purchased premium version. After purchase its showing all option of premium setting on my phone but when i tried to change options on my watch everytime i am getting message ""enable premium settings on phone and there is no option available"". Waste of money and time plz dont buy..i did everything force closing the app on my phone and restarting my watch but no fix",0
A good app,1
Cannot link phone with pc after latest update. Pc and phone both updated to the latest version.,0
Hey at least it's better than Saville and SHL right?,1
"Of high standard, captured all areas of competency expected of a modern employee in management positions, user-friendly and easy to understand!",1
Enjoyed doing it,1
this is the baddest godzilla game and there isnt even a godzilla!,0
Wow! This game is grate. The monster is powerfull the enemy can do anthing to monsters.,1
How can i practice first and then go for actual assesment test ?? Please help,0
"No link to diagnostics for laptop issues, yet promotes this as component of app!!?? Asus support unable to help with 2 six month old laptops that have developed same non- starting issue so returned to retailer under g'tee for replacement with another brand. I DO NOT RECOMMEND ASUS BRAND IN ANYTHING!!!",0
"I was quite surprised that I did pretty badly at the facial expression round, I've done the same excersize at university with real human photos subtly changed to show micro expressions as used by Paul ekman, and I was the only person in class to correctly identify all the expressions; found it more difficult to do the same thing for the animated faces admittedly. Interesting app, just not sure that the results correlate to accurate findings. I am BPS accredited in psychometric test administration and scoring, so this was quite a different experience.",1
Connection issues..... its the app issue. (Using S9 phone) Have used Microsoft app and there are no connection issues. Please get your developers to rectify the issues.,1
"It just stuck on the screen which said, ""Waiting for player to start."".",0
"I do not believe anyone has the ability to press buttons at the speed of light. Near impossible! Most of the questions are about speed, yet at the end you will receive a 6 page report with a variety of characteristics. In the engineering question, if too slow or too fast large signs will go up and cover the boxes, making it hard to get back into playing. Why not ask situational questions? Why use animation instead of real Human faces in the emotion question? I'm Lucky this job wasn't a big deal",1
"Fullish app, What if anyone has windows 7 operating system how can he connect ASUS m1 pro to his PC for screen mirror?. I had used Asus Zenfone now I am using M1 pro but it's difficult to connect with my windows 7. Any idea how to connect m1 pro to windows 7?",1
Can't even log into the app because the password section doesn't allow you to type in it.,0
"A nice simple watch face. Is it possible to customize further? I would like to remove the outer glow at all times and make the background black. It would be perfect if there was an option for the ambient mode look to persist even when the display is on, the only difference being the hands turn to the configured color.",1
"This app is not very friendly to elderly, or people who have certain disabilities that make it hard to complete some of the takes given. what happened equal opportunity.",0
one star for forcing us to use for connectivity even for small task like calling,1
I love this game so much but i don't like the gorillas speed and the annoying noise it makes,0
Unable to connect,0
Can't install the on Samsung Galaxy Z Fold 3.,0
Typically bad ASUS software with connection issues. And not even being able to connect makes this kind of pointless.,0
I can't generate my player key with the candidate reference airbus told me to use,0
Exactly what I wanted,1
doesn't let you set correct time format,0
This game is great. Its a little hard to move and You dont move very fast. I dont know why people say there are so many ads. I barely got any ads. Just one.,0
There Are So Many Ads Ads So Many Adds Waste Game 😠😠😡😡,0
Cool,1
"I am more interested in, is understanding how inflating a balloon means something about my personality, my work ethic, my motivators. One thing for sure, wont look at a balloon the same way again. Read feedback again, actually disagree with a lot. Things that are normally key strengths in real life, apparently have now changed to weaknessess 😂 per Artic shores Feedback. Monkeys form the foundation of us. Doesnt mean there is much monkey in us today...",1
"Game freezes on the ""five digit lock"" assessment, could not complete game because of this. Tried restarting app and phone and the bug would still not disappear.  That sucked.",0
Chato Demais!,1
No match with reality.,0
"I would give it a 5, if the equations section had calculators for them as well. Would only pay for PRO if it had it. You can utse for equations....",1
Still not working,0
"Useless app,atter waste",0
"Data privacy Access change or modify option not given, User doesn't change or modify given Access ones, Mazor Problem for Data steal by Hackers. Screen Mirror casting option is Too much hard to use.",0
Nice,1
"What a waste my time,I cant even do any password to log in",0
Is 7125 good score .??? Or not ?? Please tell me,0
Challenging yet fun. You forget that this is actually part of a job selection process!,1
Pointlessly long and inaccurate.,0
Arsan Bhai,1
"I was not able to log into my asus account no matter how hard I tried. From both pc and phone I cannot log into my asus account. However from pc I can log in with google but in the phone that option doesn’t work either. And in the pc, whenever I try to log into asus account with email and password, it says server error or server not responding. Please give me an mail id so that I can share my asus account with you.",0
I've had it with this app once again it failed to connect to my phone I'm sick and tired of it not working I have uninstalled and I'm telling my friends do not use this app it's just not worth the effort,0
It was fun and challenging at times,1
its ok,1
Can't get the login,0
Activity series needed,0
Very bad app,0
This app is awesome,1
This app is designed to discriminate against older workers by excluding them from the workforce. i have no idea if I've done well or not but I will not be pursuing a career with any company that blatantly discriminates against experienced workers by employing this app. This is clear cut age Indirect discrimination as listed in the Equality Act 2010.,0
No idea where my files got stored in my mobile Need to open this app every time to acess the files I transferred from pc that to from history No storage location information and that's too uncomfortable other than this it's awesome 😁,0
good,1
Nood,0
No download option. Useless 🤮,0
"Tried using remote desktop access via mobile phone, had to go through too many steps to set it up but still wasn't able to do so. Nothing close to other remote desktop access apps found here in playstore which are SO EASY TO USE and has little to no compatibility issues. Do yourselves a favor and avoid this very useless app.",1
This scucks butt,0
Fantastic way to test the mind,1
"Never done anything like this, but it seemed to me to be a memory and speed reaction test game. I feel like company's that use this are treating applicants as a number, and they are missing out on the bigger picture, it even says on the write up the information is ""likely a good refection for 9-12 months"".",0
"Please please please allow it so we can move the app to the external 
storage!",1
Verygood,1
Gets you thinking,1
"List of recent apps has one for each converter plus start page which is weird. When entering values, opens full keyboard rather than just numeric. Can't search or filter ingredients. Would be nice if default ingredient listed could be selected (like something you convert regularly) rather than agave syrup because it's alphabetical. BUT, decent layout, most accurate ingredient conversions, and most comprehensive, detailed list of ingredients. Cooking temp is handy. Substitute guide would be nice addition.",1
It should have a try mode for every stage to make sure that u understand every mini-game. Santander choose the worst way to analyze candidates.,1
gamification idea is great,1
Very tricky and needs good timing,0
This app is so amazing thank u so much,1
"This application frequently asking for Bluetooth permission , Even i always allow permission for Bluetooth .",1
Memory based and for my self with learning and memory difficulties was a challenge. But if it helps a prospective employer,1
Super series,1
"Nice, rewarding and engaging. Recommended to people who like exploring new experiences and challenges.",1
Not good rajat tokas not available,0
"Nice app, enjoyed most part of it but the safe lock was impossible to open it, spend more than 30 minutes on it.",0
the worst App not useful,0
"Different, quiet enjoyable",1
"Very clean looking, love the look but date complications bug out on Samsung Watch 4 (date and month overlap). If this gets fixed it's a 5 star watch face :)",0
This game is gonna be awesome,1
doesn’t work,0
Very hard to initiate connection,0
"I have no idea how to sign in! It doesn't work whatsoever. I just started and I tried to make a username and password but it said ""username not recognized"". Please fix this!",0
"Despite the repeated claims that psychometric science forms the basis, I can honestly say its a load of rubbish!! Apparently your results are thought to be stable to your personality for several months, but having done this test over 20 times, I get a completely different result each time in the feedback pdf!! I honestly think it's really shocking and a real shame that employers are now using these methods to filter out recruits. What a sad sign of the times.",0
This app does not have the photo of pearl,0
So this is just a collection of click bait mobile games... but I am being judged for my suitability for employment based on my ability to succeed in them... what kind of dystopia am I living in? The results did not reflect my personality either. Embarrassing for all involved...,0
"Very low quality for shared camera. Delay, grainy image etc.",0
"It is quite alright but not a perfect behavioural test. For example, task one is very logically designed to check the ability how one can remember things. Although I wasn't content with the safe lock task at all. It went so frustrating after about 30 mins with only 16 keys, and I gave up. I honestly thought this had no real connection with real-world problems except how fast you react to something and how keen you are. A human attention span is merely 8 seconds and that was a difficult task",0
too much animation and filter. complete waste of time. duration could be cut short without them,0
"Not able to login only. :(. I had recieved the username and when I entered it, it showed username expired",0
"It was an amazing experience as it was my first time,I ddnt encounter any difficulties till the end",1
Fun and challenging. Requires a bit of patience,0
"Seems to give a somewhat accurate description of how I am, except it quite hard to read the emotions of what's basically a really badly produced eFit 😂",0
"This created too much stress, giving me, a person who suffers from heart problems, palpitations and upsetting my partner who seen this app do this to me.",0
"I bought it for my 4 year old sister because as a kid I absolutely adored 
Put-Putt. She was dissapointed to open the game and find out that there was 
no sound, and no way to fix it",0
"Diver V2 not supported? I have a asus x570-e motherboard and apparently ""If you cannot find ASUS System Control Interface in Device Manager, it means your device belongs to old model and doesn't support most of features in MyASUS."" I thought this motherboard was fairly recently released? A real bummer considering all the features this app offers in comparison to windows my phone app.",0
Good app for testing.,1
It isn't good I don't like it,0
"I have enjoyed this game, It's so interesting ... But it couldn't disqualify anyone, because it is just a game ....",1
Would recommend you do the trial app first,1
This is not the right time to play the game. Im in my train to semarang and got so much distractions. Maybe you should give 24hour to complete this game and I just get notice in the middle of the night and must finish before 11am.,0
This game is not as good as i seen do better,0
Just has a dialogue box to enter a url with a go button that repeatedly takes me to a fullscreen ad. Doesn't currently work. 📱Samsung Galaxy Tab S2 (T-Mobile) Marshmallow 6.0.1,0
This is the most insulting thing I've ever been asked to do for a job. Not only is it not a test of any quality of how you perform a job but it strongly favours you having a powerful phone. Oh I forgot to add if yo have played TES Oblivion there is a whole section directly copied straight from the bartering mini game.,0
"Directed me to a malicious website, gave my phone a virus 0/10 not cool",0
Great app . Excellent,1
"Perhaps a useful suite of tests for some high-pressure workplaces, but like other reviewers, I feel that the emphasis on reaction time and visual processing obscures the measurement of behavioural traits such as persistence. I hope Arctic Shores continues to innovative going forwards. It was good to see some multiculturalism in the app, and I look forward to seeing future tools that take this further. I would recommend that employers not overemphasise this tool in their assessment process.",1
Needed a phone number not just internet. What a disappointment.,0
"This app treats you like a robot, and when you write a review, the developers answer like a robot with copy-paste and this shows a disrespect towards the feedback provided. No doubt there's neurological research behind the game, it's the execution people are questioning. Unless you're ready to accept any criticism, don't bother answering, it just comes accross as arrogant, because people's livelihoods are at stake and a GAME is the deciding factor. Of course they are upset, don't patronise them.",1
Flojardii,1
"""Please update"". This keep popup when I open the app, meanwhile I already update.",1
Ridiculous and childish to use this for hiring. 24 year old so I like using my phone for assessments but this was by far the most ridiculous thing to make someone do. Does not accurately represent whether someone is suitable for a job. The app itself is nice but what it is used for is not.,0
The worst assessment I've ever participated in. Can't believe this is used to employ people.,0
I think that would be helpful if we receive a report about our performance during the games because I didn't receive mine and I don't know how I was.,0
Super,1
a fun way to complete a psychometric test for a jpb application.,1
I liked the app but you need to work on the graphics more .,1
not so good but fine,1
"so many bugs. Sometimes doesnt connect, sometimes doesnt disconnect, everytime calls 10000000 something number 2-3 times after connecting and I cant stop it. This app is dangerous, it takes over mic without me initiating anything. Remove the app if you cant provide basic functioning.",0
Ok,1
Connectivity and transfer speed lag. Please update this app. Asus laptop connectivity and filetransfer issue. Please rectify the problem as soon as possible.,0
no liek,0
"While all the psychology seems to be in place, and it seems there has been effort put into it, ultimately it's a failed attempt of gamification. From poorly modelled and rigged faces used to measure emotion to frame issues on a modern device. I personally don't agree with scoring a personality test, despite doing well in it, there's no need to pit people trying to find jobs against eachother. I did like the format of which they give you the results via pdf, and I do think that this app has potential",0
This not a good game Just a 3D gorilla with some buildings No super action in this,0
It's pretty cool,1
Ejte,1
"Enjoyable, imaginative and well thought out games except 2 requiring fast hand/eye co-ordination. I enjoyed all of the games for what they tested and the parts of my brain that they exercised. The only draw back was that one game sped up so quickly in its early stage that I do not believe it registered my correct answer and 2 games tested the same fast hand/co-ordination which was frustrating for me as a person with Dyspraxia.",0
Noice,0
"After ensuring that both PC and mobile were Bluetooth paired and connected, troubleshooting information advised to install a faulty MyASUS Program on PC which immediately crashes upon being launched! Frustrating experience by far.",0
"Judging a person on how they play mini games is like judging a fish by its ability to climb a tree, completely disheartened after using this app. It has probably ruined my chance at my dream career.",0
"When I tried to sign in, it shows username not recognized, am I supposed to 
sign up somewhere else?",0
Boring game 😴,0
Very glitchy. If this update improves it I will change my rating. If not I'll Uninstall.,0
"Freezes ALL THE TIME EVERY TIME U OPEN THE APP! IT'S INFURIATING! And then it further freezes the whole phone, then u gotta close ALL APPS and go into the app coz just going an all round optimise does not work and u gotta force stop it manually then reopen the app then it'll freeze again but won't freeze for as long. I've had to force stop and open and force stop and open EVERY TIME I OPEN THE CAMERA. it's a pain in the ARSE especially if u need to take a photo quickly",0
"just a friendly reminder for people who's about to do the numerical and verbal reasoning assessment after receiving the second invitation. both of them are the hardest for me comparing to the other psychometric tests Ive done. The numerical questions actually assesses your command of english as well. Because the questions are uttered in a rather complex manner, in both sentence structure and logic. I actually stuck on understanding one of these questions and then kinda ruined the rest of thetest",1
"I thought one of the tests was on infinite loop (safe combination), so I abandoned it after what felt like 20 minutes. Also, if you're going to test peoples' ability to read facial expressions, it might be a good idea to use real people in real situations rather than ""Identi-Kit"" mock-ups. If it's not real, then surely the idea is flawed. But then I'm probably a Replicant anyway ;-)",1
It's nothing then pwa (progressive web app) Even the view is also desktop mode. It's the worst part.,0
There's no sound on Galaxy S8,0
Doesn't do anything practical. Simply useless. Maybe mainly because the desktop version and it's notorious everyday updates. Use Windows Companion.,1
bad app,0
Total waste,0
I love little games like this to keep my brain active. Good way to get to know traits too. I quite enjoyed reading the report after.,1
Opens and then closes itself.,0
Good,1
Interesting and different,1
"File not transferring from phone to windows after the recent update,there is no popup coming to accept the files in windows.",0
Better,1
"Hi, I found it particularly user-friendly and pleasureable to be taken. However, I kind of missed few things like more information about the gear test (task 4) and some candidate feedback to know our own profile as its clearely unfair not receiving any while contributing to some data base.",0
This app is good,1
"So upset, I was a prison officer for two years and had to leave due to family reasons. Now I am able to rejoin but I'm forced to take this test. Its insulting to say the least, I was brilliant at my job and this ""game"" has no right to play such a heavy part on the selection process, stopping hard workers on achieving there full potential. There is always a third party pulling strings with HMP who are clueless on what its like to work on the inside.",0
Share cam doesn't work with win 11,0
"I think most of the assessment was totally inhuman! I felt like the company doesn't care for what I have to offer. They are only interested in my ability to be a good robot. Everybody is a genius in each own way. But if you judge a fish by its ability to climb a tree, it will live its whole life believing it is stupid!!!",0
It was a joyful experience!,1
Once I get to the permissions page and allow the permissions it brings me to a page where it keeps asking me whether I allow it to change my phone's visibility to other Bluetooth devices. Even if I allow it or deny it it still stays in that screen.,0
Sk,1
Absolutely rubbish! It said my internet wasn't working to send results when it was. Who the hell is sitting through this to repeat when its an error on their side.,0
Terrible way of trying to find out if people are suitable for the job,0
this is totally frustrating.,0
I would like to recommend to have easier riddles in the last exercise.,1
Very hard to get connected 80%of the time when the admin started the game it tells everyone that they are waiting for admin to start game,0
Most disgusting and complicated application ever,0
"awful. the instructions aren't clear enough to formulate a strategy for some tasks and others are just pure luck. on top of that a few of the games are reaction speed based which is just discriminatory towards people who have a disability that effects their reaction speed. oh and the game with the faces is garbage, I've never seen a human that uses expressions like some of those images.",0
great,1
Can't set anywhere (home/lock screen).,0
App just updated and now the digital face looks weird and I do not like it anymore.,0
"White screen on phone. Doesn't appear to have started - no menu, nothing.",0
I like the all wallpaper and all all songs i love,1
This is a very interesting way for employers to manage assessment however it felt like an iq test more than a psychometric one and some of the games were incredibly difficult or pointless,0
Beautiful,1
it's bein very short,0
It's is a great app(game) but last stage it more difficult which made it more interested,1
This is so stupid it keeps stopping,0
ઢગ I reached get I have to go 🔙 in my head is pounding headache from the store for you guys are the same way you could come back in my life and the kids and the kids and the other day when we are not a bad mood today is my 🔢 if I don't,0
Sad reality of 2021.,0
Nagan3,1
"Really like the free version. The Analog looks great. I decided to buy the premium settings and was a little disappointed.( I was really hoping the date had an option to be less long (just include day number) when on analog.)  It also seems before you buy that there are a lot of customization, but there is very little. I really wish there was support for Android 2.0 complications on this. That would make premium more than worth it for $0.99.  I do still REALLY like the watchface and think it is one of the best looking analog faces. I just wish they had invested more time into the premium version.   If this was updated with complications, then I would HIGHLY recommend the premium version. As of now, I'd stick with the free version if you like the analog.",0
Is it really usefull to assess candidates? 🤷‍♂️,1
It no longer wants to connect via bluetooth,0
"Instructions/goals not clear at lock level, power level and neptune jupiter team level. Please revise.",0
Not great app at all unfair tasks all this to become a prison officer bit extreme,0
Disgusting,0
A bit challenging but really enjoyed the assessments.,1
Nice,1
Great way to set tests,1
"Man it's lagging, at first it seemed like a great app, now after trying to close it multiple times it doesn't even close and after a minute says app not responding, I'd rather use ""my phone"" by Microsoft",0
Need to give you time to guess and enter letters.should have a timer setting not just 2 minutes with ads to solve puzzle or no timer at all.,1
interesting and frustrating at the same time. some of the descriptions of the tasks were quite lengthy and confusing though,0
"Certainly an innovative approach to psychometric profiling, I would suggest making shorter however. The user can get really tired by the end affecting performance",0
I had purchased my laptop in previous year asus vivobook 15 x505za ryzen but system controller v2 not supported why???? Reply So I have to buy new laptop for this features Are you serious? Then I will buy dell laptop because these features already embedded in 2013 model also in dell laptop,0
This app is good but very high volume..good application..,1
i enjoyed it 😊,1
Installed paid version on my watch and it just keeps uninstalling waste of money,0
"Every time I try to use an asus service, 5 min job becomes 50 min to make updates, adjustments, debug issues, and find a fix.",0
"I like the cleaness of the face. Just wish the date (just number, like 17, 31, or 3) was an option. The complications available overlay the month text on top of the date. Maybe an option to enable at 3:00 position with a simple on/off toggle?",0
Please do not dwonlod this app it's very bad,0
యాక్ తుపు,0
great ways to engage in problem solving,1
Not bad game but full of ads adon every click its irritating,0
pearl v Puri upload please,0
"PLEASE TURN İT BACK TO THE PREVİOUS VERSİON, WHİCH WAS GREAT; THİS İS İNCREDİBLE SLOW!",1
There is some issue with the app as unable to start despite of various effort. Even after allowing Bluetooth visible to all the popup comes again and again and not allowing.to use the app,0
Waited over 5 minutes for this to download and install. Cancel. Refund. Bye.,1
I would prefer to take this assessment on my laptop. Why is this not a web application? Then everyone can choose whether a phone is really the best device... The mobile screen is just way too small and in general manipulation with my phone distracted me from thinking about the tasks. Also an option for skipping the task would be useful.,0
The last game was challenging. Besides that it's a mind blowing game.,1
Good,1
Hi hai surbhi jyoti very lucky hi pal,1
WAY TO MANY ADS. ALSO Very hard movement control.,0
Best applications,1
"I absolutely loved the idea, it shows your skills how to react quick in a short time and also making a quick decision. It is very creative credit goes to the developer...",1
Pseudoscientific quackery for lazy recruiters who can't be bothered asking candidates questions and rely on an app to do their job for them. I make a point of no longer applying to any company that uses this app.,0
Very difficult to connect...,0
"Easy to use. Good instruction, easy to follow. Good graphics",1
Really nice,1
Was the worst app ever. Font is at 1 need a magnify glass to read any of anything. Cant seem to transfer contacts or even locate them. Just is not a good platform and definately not user friendly,0
Unnecessary form of pysocmetic testing,0
"I can't even transfer PDF files to my laptop because the app on my phone keeps saying file transfer is interrupted. It is not consistent at all, and when I need it the most the app failed me. Please fix my problem, thank you🙏🙏",0
Very interesting,1
Most of the topics were based off reaction time. Not something I would consider a requirement for a job. Some of the parts of the assessment felt like they were trying to get you to analyse a pattern of slme sort but it was just random. And poorly rendered facial expressions made it difficult to determine the correct answers for some parts. The verbal test was the only highlight. A company that uses this app to determine whether or not you get the job. Maybe I'd be fine not working for them.,0
"The activities were fun to do and the animation was almost nostalgic, like a sims game",1
Waste of time it only asks permission to Bluetooth again and again and nothing works,0
Enjoyable but difficult.,0
This is great csmera ive had it past few days week maybe but some reason say if i switch it to sketch mode it doesny change the picture look something going on with switching to diffrent picture modes thare not working please fix issue it was working just fine other thzn that this app is good great color bettsr ghsn the camera that came on my motorola go.,0
"UPDATE BELOW This is the shenanigans that social science majors in HR come up with. A complete joke. This is just used by companies as a way to automatically cut a large portion of candidates without taking the responsibly for that thus protecting themselves from any claims of unfairness, prejudice, racism and all of that. UPDATE: As I said before, now I have proof. I have two reports less then an year apart, that have completely different scores for the same parameters (like 30% becomes 70%).",1
Saha RUDDlN,1
A short review.....haha....,1
I like this app,1
"This test is a bit too long for my taste. It tries to make you entertain 
but it is a bit confusing. The second game is a pure luck system with no 
real rules. It is I guess how you react on carrot and stick purposes. The 
same applies to the powercut thing. I did not find those tests interesting 
nor intellectually entertaining. I just wanted to basically finish the test 
as fast As I could. Other puzzles with arrows, patterns to replicate and 
3letrician/mechanics were fun as they are real games. The facial expression 
game was quite misleading. Real people will help as graphics are ambigous. 
It is however an interesting concept yet, even if it is mapped to employer 
values. I find the result inaccurate and irrelevant. Gaming behavior and 
human interaction/personality/ work ethics are different and I will find 
unfair for an employer to base appraisal/career progression based on this.",0
"Totally useless. I downloaded the app and could not use it to connect my phone and ASUS laptop. Then I tried scanning the QR code which codes up on the computer on the ASUS Sync computer app. The QR code gave me a Google Play address which when I clicked on it, Google Play said it did not exist. Total waste of time and effort. I yes, I do have the correct version of Windows 10.",0
Basic but nice to have color options and add complications.,1
Great app! Almost everything i need in one place. One thing I would like to see is a link to the MSDS when you tap on a chemical.,1
"I enjoyed the game although I think it required fast eye - hand coordination. I also think that specifically the cognitive abilities are measured by that. I have read the response to the same prompt saying it's all based in psychometric. Still, without knowing exactly what task measured what skill and how I remained not totally convinced by its reliability. I have started to do some research on this subject, if anyone wants to talk about his/her experience please get in touch.",0
this game sucks the first 5 minutes I got 3 ads.,0
I can't download it,0
Worst game plz do not download and 55 MB on this game it is not worth,0
Easy pesey!,1
Not working properly.Plz fix it.Found quite boring.😠😡 except periodic table nthng was working.,0
"Mirror , extend and even shared cam is not working with my phone .. if you can help me please ...",0
"The app let the assessment be more interactive and funny. It's not less stressful, otherwise it does request a lot of attention and focus, and sometimes make me feel as I don't express my true potential. Altought it's a different way to face an interview and assessment.",1
Most task are fairly easy while others are to difficult to complete but it was a great experience all in all,1
"such a unique assessments app, really interesting",1
Good fun.,1
"Blutooth says that my Samsung S6 is connected, but all I get on ""MyAsus"" is an advertisement and customer service app. Where are all the useful function? Is this a marketing scam?",0
what difference between pro and this,0
"This is impossible for users with a learning difficulty such as Dyscalculia/Dyspraxia. Particularly the unlocking task and the directions task. We need more time to process large amounts of information and that's impossible when it moves on in one second if you're deemed 'too slow'. I really feel singled out because of my difficulty. The even/odd task, tablet price and directions were too difficult and not user friendly for all. Feels very unfair to be judged.",0
Very nice application,1
it is horid,0
Enjoyable,1
other options on phone . but nothing on phone,0
Very poor design.,0
Very bad ads,0
Please add an option to exit the app after the pc is shut down.. It stays on at all times in my phone.. I have to manually force stop it.,0
"Absolute rubbish. I know my own personal drive and ambitious behaviour, this app is by far the most tedious and inaccurate psychometric/ behavioural test I have ever conducted. It is an absolute insult and I am shocked HMPS use this application.",0
"Truly a disgusting method for companies to use to assess potential employees, discriminates against those of us who have lowered reaction times from physical injury. I was suffering from serious hand cramps by the end of it. Definitely gives the potential employers a poor reflection of the user and puts them at a major disadvantage.",0
great,1
!!!,1
i love it,1
Doesn't even wokr,0
Did not enjoy this at all. Time based games cannot assess behaviour. The automated report only goes to show how bad these things are. So inaccurate it's laughable. Edit: I think you'll find I completed the assessment as per the instructions. I also apparently passed it.,0
"If you want to discover and to experience Switzerland you NEED this App. The idea and realisation of the different dialects is great fun and shows how a small country as Switzerland surprises us with many different traditions. Breathtaking views, mindblowing landscapes, multi-cultual, fascinating history, welcoming people, great food and wines and and and. There is much more to discover as you can imagine.",1
Very good application,1
"Couldn't figure out how to play, went straight to an ad.",0
"It's ok. Not great, but did a good enough job.",1
did anyone crack that safe.,0
Good game,1
Complete trash. I am not even going to buy asus phones in future...,0
Very good,1
App was alright albeit the exercises were completely silly and followed no logical pattern at times. The results were the worst part since they made absolutely no sense. I have never had something of this sort (a test or quiz) describe me more inaccurately. So proceed with caution... why this would be used in professional settings is beyond me.,0
A fun app that tests a variety of cognitive skills.,1
"Cant send any files from Phone to pc, it can only send files from pc to androi, i already change wifi, data, lan, still cant send any files from phone to my pc, My PC is Asus vivobook s1433eq and my phone realme GT Master edition",0
👎👎👎👎👎👎👎👎👎👎👎,0
I'm sorry but this isn't an accurate way of assessing someone's personality. There's just no way you extract that sort of information from the tasks set throughout this game.,0
Chadappe,1
"2015: It will not even launch on my Note 3. Crashes immediately every time. 2019: Runs on my Note 9, however it always complains that it was designed for an older version of android and may not run properly. And the audio is real crunchy sounding with a constant dull hiss in the background.",0
Think the app could do with a bit of updating. Players stats not correct plus a goalie that has left the club!,0
"Can't get beyond the login screen. I can type my username in, but for the password field the keyboard will not pop up and I can't long press to paste my password in.",0
"A Joke of an application. I had to use it three times for different job applications, with three different results. On one occasion the results included that I was willing to create conflict to achieve aims which if you were to ask anybody that knows me, is the complete opposite to my personality. How this company even exists is totally beyond me but I have my theories. The lunatics truely have taken over the asylum!!!!!!!!!!!!",0
Too many ads,0
"This didn't make any sense to me, im applying for the Fire servise and feel this had nothing to do with it at all, if this is what they use to deside who is going to be good for the job, its a major problem on the recruitment front.",0
An eye opening experience.,1
Cant download its stuck,0
Doesn't work on tablet,0
Awesome,1
THIS GAME WANTS YOUR PASSWORD CUZ ITS A SCAM,0
How can i connect my asus vivobook s14???i have my asus installed in my laptop and in my phone.,1
বেলার নামবার লাগবে দয়া করে দেবেন,1
It's a very good app. The only negative thing I have to say is that I need to watch these ads in order to unlock more information every 10 minutes or so.,0
Couldn't get it to work,0
Idiot app😠😠😡😡😡 mental,0
"Every time I try to launch this app it tells me a new update ks disponible. I checked and I have the latest version. I already uninstalled and reinstalled it , no change",1
"Hi, i cannot acces the app, it's loading, doesn't open. I am outside Uk right now. Could this be the problem?",0
Good,1
Good app,1
Bluetooth permission issue problem,0
Useful,1
It was good but has a lot of hard tasks.,0
"ADS, ADS AND MORE ADS! Nothing but pop up ads. I LITERALLY could not make a choice to play because ads were popping up EVERY 2 SECONDS, LITERALLY!",0
"Doesn't work at all the app is stuck on the allow bluetooh acess option, Pls fix it",0
Just doesn't work,0
I sucked,0
I downloaded this game and wasn't even able to open it. I have a Galaxy S6. I would advise not to get this game if you have the same phone.,0
Good,1
Bakwasssssss,1
"Overall, it was an enjoyable experience. This assessment is solely game- based and explores between others your attention to detail and memory skills, and your ability to use your logic. For an overall - more valid- image of an individual's behavioral and personality traits, a questionnaire exploring their reaction towards situational scenarios would be beneficial.",1
"I liked the games, the hand-eye coordination ones were tough!",1
Installed it to use my mobile camera as a webcam but its not working even im not getting option to connect it.,0
Nice and easy game,1
Having previously played Yellow Hook Reef; I was disappointed with Skyrise City. Too many of the excercises seemed to be based on just reflexes or guessing without sufficent evidence. Putting the frustrating lock game just before the comprehension section was also frustrating. I thought the Yellow Hook Reef was a better example of testing.,0
Very good app👍 it guides you in every levels 👏,1
"Can't update, lots of problems to setup...",0
Unreliable. Only worked for the first time. Never worked again. Uninstalled.,0
Good effert But add a colum for serch .as user add mane of ekiment or compound formula show in serch result . thanks,1
"I am convinced the positive reviews here are bought and paid for, in majority. and others who had a bad time probably feel threatened to post their name to people in charge of their potential future job. Some assessments had practice runs and others did not, in the sense of a fair 'game-based' testing either all have a practice run or they do not. this was the first game-based i've come accross that had some with and some without. This app claims as well that people dont need a gaming background is ludicrous since some of the game are time based and would require people to be quicker than most, even if it is just tapping one button or another. would also benefit the user if an average score of an assessment for their own benefit of saying i need to be better or im going okay. A score at the end of each assessment is a nice touch but means nothing if you dont know if its a good bad or okay score. also in the final assessment it prompts the user saying you can leave this assessment at anytime however you wont be able to return to it. it should say you can leave this assessment at anytime however you will not recieve points for completion, in sense of fairness the wording should be that. Also the leaps it takes in its assessment, i would love to see the science behind it because apparently i am both, ""someone who tends to deliberate carefully on decisions that take risk"" and also ""someone who makes decision on intuition rather than someone who makes rational based decisions"". Would love to meet someone who also thinks deliberately about things yet also someone who makes decisions on their intuition, if you exist. also claims that i make decisions based on my more personal needs rather than that of others, again would love to see how my physcometric analysis of 9 game based physcometric tests concluded that. That being said their marketing team deserves props for getting a lot of companies to adopt this.",0
No 'whaat',0
Wont let me launch...,0
"Very good, and clear app, quite fun at times.. Also frustrating when you get it wrong... Sign of a good app by my standards. Really enjoyed it in hindsight.",1
The app is a great & useful tool it has a variety materials that a Chemist use. Its handful for undergraduates. The app is incredible and has potential. I don't gave a 5 stars rate because I thought it has a MSDS tool to access faster to those compounds student works with in the laboratory but possibly can be added in a future that essential tool.,1
This game so bad,0
Couldn't download,0
Good fun and very helpful for my coordination,1
